FileInformation
Sample Count,240000
Frequency,120.000000,MHz
Center Freq,5500000000.000000,Hz
Data Type,int16
RF Gain,-7.758345,dB
IQGainImb,-0.030000,dB
IQPhaseImb,-0.180000,deg
DC_Offset_I,0.000000
DC_Offset_Q,0.000000
Time Skew,-0.017000
ExternalAttEnable,1
ModType,2
ExternalAtt,0.000000
TriggerLevel,-34.000000
VsaAmpl,18.000000
Secne,0
Copyright,iTest
Create Time,2020-09-10,22:21:23
StartData
21,-17
-3,-1
-19,7
-3,11
17,-9
13,-13
21,7
5,3
-11,-17
-3,-1
-3,7
5,-17
5,-17
1,11
-11,-1
5,7
29,11
29,-9
9,7
-3,7
-19,3
-3,-17
-3,-5
9,-1
-15,-1
5,11
-7,-9
-3,19
1,-1
1,-37
17,3
-11,15
29,-1
17,-17
17,11
21,-21
5,-13
13,11
17,-17
-7,11
17,7
-7,-9
9,-1
21,7
-7,3
-3,15
1,15
-15,-17
-3,-17
1,3
13,-5
9,-13
-3,15
-3,15
-7,3
17,11
1,3
1,-5
5,-13
-3,-1
1,7
1,-5
9,-5
-7,-9
13,11
13,-13
-31,-25
-7,-1
1,-9
-19,-9
-11,-13
-3,7
9,-1
17,-5
9,3
-7,-5
-23,-5
5,3
1,-13
-3,-1
-3,-13
-27,-5
-11,-5
-15,15
1,3
17,-5
1,-21
-11,-1
5,19
-3,-1
-19,-1
-15,3
9,3
-7,-9
5,7
1,31
-3,-17
9,-9
5,3
25,-21
1,-9
-15,-5
-7,-9
9,7
13,-1
13,-1
-7,3
-7,-1
13,3
5,-1
-7,-13
5,7
13,-21
21,-1
17,3
5,11
-3,11
1,-1
1,3
-15,3
9,-9
1,-17
5,11
1,3
5,-9
-3,-5
-7,-9
1,-5
-11,-25
5,-25
-15,-13
-19,7
-3,-1
17,3
17,-13
-3,-17
1,3
9,11
9,-17
5,-1
5,-5
33,-1
29,15
13,-21
9,-9
-7,11
-11,-17
5,3
9,3
-7,-5
-7,23
-7,-1
13,7
21,-9
9,3
9,7
-11,3
-3,11
5,35
37,19
-15,-17
-19,-17
9,-13
1,-17
9,7
13,-5
5,-13
5,-9
1,-17
21,11
-7,-13
-27,-5
-7,-1
13,-1
-15,-1
-3,-13
21,19
17,15
17,-9
9,3
5,3
29,15
5,3
-23,-1
9,3
1,-13
9,11
13,15
5,-1
-11,-13
-31,-9
-3,-9
-7,-5
-11,-9
21,3
5,7
17,7
-3,19
5,-21
1,3
17,-17
17,-25
-7,-33
5,-5
-11,3
5,-5
5,23
1,3
-3,19
21,11
5,-13
-3,-9
9,-5
-3,3
29,-9
5,-21
-11,-9
9,-5
5,-1
-11,-1
1,-17
9,7
13,-1
-7,-17
9,-5
-15,-13
-3,-25
17,19
1,15
13,3
5,-5
-3,-21
-15,-5
-3,-13
17,3
-3,-5
1,23
-15,23
-7,-9
5,-5
-3,3
9,-13
17,-1
-7,7
-15,-13
-7,7
1,19
1,19
1,-1
1,11
5,-33
-3,-33
1,-1
-3,-1
-19,-9
5,3
1,3
-7,-5
-3,3
-7,-9
1,15
9,3
5,7
-7,-9
-3,7
5,-1
1,-17
9,-5
-15,11
-7,7
5,7
5,3
-11,3
-23,7
-11,7
-7,7
-7,3
-7,7
1,-5
-19,-13
13,-9
5,-9
-31,-17
9,3
9,-9
-3,15
13,23
5,19
5,15
-19,-1
-3,7
9,7
-11,7
-7,23
1,-1
-3,3
-11,-9
-15,3
5,-1
1,-13
-7,-5
17,-25
5,-5
-11,-5
-3,-9
-11,-5
1,3
29,7
-19,-13
1,11
13,15
-19,11
5,-1
-15,-5
9,11
-3,27
-3,-5
-19,15
5,7
41,-17
9,-9
1,-1
13,-5
1,-21
1,-5
-7,-5
17,3
5,15
1,19
13,-17
13,-29
13,3
-3,7
-19,-9
21,-9
5,-1
-11,15
9,15
9,-1
-3,-1
5,15
-15,7
-11,3
17,-1
-3,-17
13,-9
-3,11
-3,7
17,7
-3,7
1,-5
9,3
1,3
5,-9
5,-13
-7,-5
5,-25
1,-13
-19,-9
-7,-5
9,3
21,-9
9,-21
37,-5
33,-17
1,-17
17,-1
-7,19
1,3
5,-9
-7,31
17,23
5,-5
-11,-21
-11,-5
-7,-5
1,3
-15,-5
1,-1
-3,-21
13,7
-7,3
-3,-1
13,15
9,-9
9,-13
-23,-1
9,-13
-3,-13
-27,19
-3,3
1,-17
-7,-1
-15,-9
13,7
-3,-5
-7,-9
-19,-5
-7,23
17,7
-11,-13
-23,11
-23,15
5,-5
13,-9
-19,-1
-7,-13
-3,3
-19,3
9,11
5,3
-31,-9
5,-1
13,-21
1,-13
17,-37
1,-5
5,3
13,-5
-7,7
1,-13
17,-21
-3,-9
5,7
-3,7
-3,-13
9,3
21,-5
21,3
5,-17
-27,15
-3,3
-7,-21
-7,-21
-3,-17
-3,-5
-3,-17
13,15
-11,-13
-27,11
-23,-9
-15,11
-15,3
9,11
17,-9
21,-5
-7,-5
1,23
25,3
-11,-13
-11,-9
21,-9
-19,-13
1,-5
13,-5
-19,7
-3,19
1,3
-3,-5
5,-17
9,-17
13,3
17,7
-19,-9
-3,-13
-7,-25
-3,-9
5,15
-3,-9
-7,-17
-15,-1
-3,3
5,3
-3,-1
-19,-1
5,-21
-7,-17
1,31
1,-5
-11,-9
-7,3
-19,-13
1,-9
5,15
9,3
5,-1
1,19
25,3
21,15
33,-1
-3,7
-23,3
-19,7
9,3
9,-1
-7,-1
9,3
25,23
25,-13
29,-29
5,11
5,7
9,39
-3,27
-7,-13
-7,-21
-11,3
-3,11
9,7
5,-13
25,-13
1,-5
9,7
17,11
5,-17
9,-13
-11,-9
-3,-5
-3,7
9,23
13,3
5,-5
5,15
1,15
17,15
-11,7
-15,-9
5,-9
-19,-1
-15,-21
5,15
-7,11
9,-1
21,-21
21,-5
21,11
17,-1
9,-5
-7,-13
9,-5
9,-9
5,-5
1,-1
5,7
1,3
13,11
-15,7
13,3
-7,-17
-3,7
9,3
13,-9
-7,-5
13,-17
-3,15
9,3
33,-5
-11,-21
-7,15
-7,-1
-23,-17
-23,3
-3,-1
-7,-21
5,-9
1,-1
-7,-9
5,-5
5,7
9,15
1,-29
1,15
13,15
5,-13
5,11
-19,-1
-15,7
1,-1
-11,-21
9,-1
13,27
-7,11
-11,3
17,15
9,15
-3,-9
13,15
1,-21
-3,-17
-7,-17
-23,-21
-3,3
-15,-5
-23,7
-7,-9
-3,-21
-7,11
-11,3
9,-1
13,19
-3,-1
-11,-5
-3,-1
5,-1
-7,3
13,11
13,-9
21,-9
-15,15
-7,11
1,3
-23,23
-7,-13
1,-33
9,7
17,-9
5,7
1,-5
25,-9
9,-9
-7,-21
13,11
-7,-1
-11,-5
9,3
-7,-17
-23,-13
-27,-21
-19,-21
17,-25
13,-9
5,-5
17,3
21,-17
9,7
9,15
9,-1
-3,-13
1,7
-27,15
-3,-13
17,-9
1,-13
-3,-1
9,-13
-3,-21
-7,3
25,-9
9,-9
-23,-5
17,-1
13,-9
17,-9
25,3
9,-5
5,3
1,3
1,-5
-11,-5
1,7
1,11
-3,15
13,-5
17,-1
5,15
-11,3
17,11
9,-1
-19,-13
-3,-13
13,11
-3,-1
13,-25
-7,15
29,-9
33,-9
-7,3
1,-17
-7,-1
-3,11
5,-5
-7,11
-19,11
17,3
5,11
-19,-5
-15,-9
-19,-5
-15,3
-11,-1
13,3
1,3
-11,-13
13,3
13,19
9,-1
13,-9
9,-9
-19,-13
9,-9
13,-13
-23,-13
1,7
-7,23
9,11
5,3
-11,-9
9,-17
-3,-5
5,-1
5,-21
9,-17
9,19
9,-5
-11,-21
1,3
5,-13
5,-1
5,11
9,-1
13,-1
-19,11
9,-5
17,-9
5,11
1,-9
5,-9
-11,-9
5,-5
13,-5
5,-5
9,-1
13,-5
-11,-5
5,11
5,-1
1,-13
9,3
5,-9
1,-1
17,-9
17,-33
1,-13
9,-25
13,-5
-7,-17
-3,-1
9,-9
9,-21
9,3
-7,3
-19,-5
5,-13
-7,-5
-15,19
13,-21
9,-21
21,15
1,7
5,-5
5,-9
-15,-25
-11,-1
-15,-5
-19,3
