FileInformation
Sample Count,240000
Frequency,120.000000,MHz
Center Freq,5500000000.000000,Hz
Data Type,int16
RF Gain,0.000000,dB
IQGainImb,-0.030000,dB
IQPhaseImb,-0.180000,deg
DC_Offset_I,0.000000
DC_Offset_Q,0.000000
Time Skew,-0.017000
ExternalAttEnable,1
ModType,2
ExternalAtt,0.000000
TriggerLevel,-34.000000
VsaAmpl,18.000000
Secne,0
Copyright,iTest
Create Time,2020-09-13,09:49:30
StartData
5,3
17,23
1,-9
17,-5
13,23
5,19
-19,3
-7,-13
-11,-13
-3,-5
1,-5
-7,3
5,-9
-3,-5
1,-17
-7,-13
1,19
17,3
9,-1
-3,-17
17,-29
21,7
9,-17
-7,-25
-19,11
-7,-1
9,-9
1,-9
-7,-13
9,-9
1,11
1,15
21,-13
1,-13
-19,11
9,23
29,-9
-19,-1
-7,11
-7,-5
5,-17
13,-13
-3,23
1,19
-19,3
-7,-9
-7,-13
-15,11
-15,3
-11,15
5,15
-3,3
1,-5
-11,3
1,19
9,11
1,3
-11,-1
1,-1
-3,3
21,3
5,11
-3,-1
-15,7
1,7
1,-1
-11,3
-7,3
-19,19
5,7
9,-21
-7,-5
9,-13
17,-21
21,-13
-11,-9
-15,-9
5,15
-7,-1
1,-1
-11,-9
9,-13
-3,3
-7,-13
1,7
-11,3
1,11
5,-29
1,-21
25,7
1,-9
-7,3
17,7
5,-9
-19,3
1,3
17,3
13,39
-7,-1
-7,-13
13,-5
1,-1
-7,-9
-3,7
-23,11
5,-9
-7,7
17,11
-11,31
1,27
13,-1
13,-9
13,11
-7,-1
-15,-9
-7,7
1,3
-11,-5
1,3
-7,7
-7,3
13,15
5,15
-7,31
-7,11
13,11
13,7
1,7
-3,-5
5,15
-3,7
17,3
5,35
1,-17
1,-17
9,15
13,-1
5,3
1,7
17,-13
1,-17
-31,7
-19,11
5,27
5,3
1,7
-7,15
-3,-5
-3,3
-11,3
9,-1
-3,-13
-11,-13
17,15
-15,-5
1,15
13,11
-7,-9
9,-1
1,-17
-7,-9
-3,-1
-15,-17
1,7
1,-21
-11,7
21,23
1,11
-7,27
17,35
-3,-9
-11,3
-19,3
-11,-29
-11,-5
-3,-1
9,15
13,-1
5,-5
9,-5
1,-1
1,-9
9,-1
13,3
-15,15
-15,-17
9,-1
1,11
1,15
-3,7
-19,-13
-7,3
-11,-9
-31,-17
1,-21
25,-9
17,-5
1,11
5,15
17,3
17,3
13,-5
9,-5
-7,7
-3,15
1,11
1,-1
5,3
1,-13
-11,15
17,15
5,-9
-3,11
9,-9
-23,-17
-7,7
5,3
-7,3
-11,7
-7,11
-15,-9
-7,15
5,11
13,-1
13,-5
1,11
-31,-9
5,-9
13,15
21,7
-3,3
13,19
17,7
17,15
1,7
-11,-1
-3,-17
-3,11
5,7
-11,-9
-11,7
1,-1
17,-1
5,7
-15,15
-3,-9
13,15
9,11
5,-29
5,7
-7,3
5,7
-3,-5
-7,11
-11,15
-11,-13
-19,-9
-15,15
-7,15
1,7
1,11
-7,-5
-7,-1
-15,11
9,-9
9,-17
1,3
21,15
-3,-5
1,-1
-3,-13
-15,3
-15,-9
-11,-1
13,7
-3,-5
-11,3
-15,-9
1,7
25,-13
-27,-25
-3,-9
-3,-1
5,-1
13,-29
-7,-9
-19,3
-7,3
-11,11
5,-1
-11,-13
-23,-1
5,15
5,-25
-3,-5
-7,-9
1,-13
-3,-13
-7,11
21,11
-7,-1
-23,-5
-7,-1
-3,7
1,-1
-7,3
-7,3
1,23
-19,11
5,-5
-19,-9
-31,7
5,11
-11,-9
-3,19
5,7
-23,19
-15,23
5,7
-3,27
-11,11
1,-17
-11,3
1,11
17,-9
-7,-9
-7,-1
-3,-9
-3,3
-19,15
5,-9
5,-9
9,15
13,3
17,23
5,7
1,-9
9,3
1,11
-23,-13
-27,-13
1,11
-23,-9
-11,7
5,7
5,-9
9,3
-27,23
-15,-5
1,-1
5,3
-7,-9
1,23
13,-13
-7,-5
9,19
17,7
25,19
21,-17
17,7
1,3
-23,-21
-11,15
25,27
9,7
1,15
17,3
-19,-9
-19,11
-11,15
1,-17
-3,-5
-7,7
-11,7
-19,-13
-7,3
5,-1
1,3
-3,-17
1,-5
1,-13
-3,-25
17,11
-7,7
-3,-9
13,-29
1,-9
-3,3
-15,-5
-35,-5
9,-5
9,11
-7,19
5,3
-19,-9
-11,-9
-11,7
-19,3
-3,-25
13,7
17,-29
-11,-9
-3,-1
5,-9
-23,11
17,-17
-7,-5
-11,7
-3,-9
-11,-9
-7,7
9,15
13,-5
17,-9
5,19
1,-1
-11,-21
-15,3
-3,-9
-23,-29
-23,-17
5,-17
5,-9
1,-1
-7,-5
-15,-5
13,7
-27,15
-31,3
1,27
1,7
17,3
-11,23
-11,7
5,3
-3,-21
5,11
-11,11
-7,-9
1,-5
-7,-17
-3,-5
9,-1
-3,-1
-3,-5
5,-13
1,-9
-11,7
-23,-5
1,-17
5,-9
-3,-13
13,15
1,3
-3,3
1,3
13,3
17,19
1,3
9,11
1,11
5,-5
5,-1
-15,19
-3,-5
21,-9
9,-1
1,-1
-11,7
1,3
9,-1
13,-1
1,-5
-15,7
25,-1
9,-17
-15,-1
13,3
-7,-9
-11,3
9,-9
21,-13
1,23
-3,23
-23,19
-11,7
-23,-5
-27,7
5,15
13,3
9,-21
-11,-13
5,15
17,7
17,-17
-23,-25
-23,-5
13,-5
-11,-5
5,-5
9,-1
13,-13
1,3
-19,11
5,3
1,19
21,23
17,7
-7,11
-15,-21
13,19
1,35
1,15
-3,-13
1,-17
-11,-5
9,7
-11,-5
-23,7
1,3
-3,3
9,-1
21,-21
-7,-9
1,-5
5,-1
-15,3
-11,-5
-3,3
-3,11
-15,3
-11,-1
-11,3
-19,35
5,15
-15,23
-11,-1
5,3
-7,11
13,-17
17,3
17,-1
-3,7
-11,7
9,7
17,7
-3,3
-7,-1
-15,-13
5,7
-3,-5
-27,-9
-7,11
1,-1
-11,-21
5,3
-15,7
-19,-9
-11,3
-11,-5
1,-17
17,-17
-15,-1
-7,-9
13,7
-7,3
-11,3
5,-1
9,-17
9,-1
-15,7
-3,11
-35,-25
-19,-13
9,23
5,-5
9,7
9,11
25,-13
9,-29
1,-25
9,-17
-15,7
-19,19
5,15
1,15
-7,7
-7,-5
17,-5
-7,-5
9,-9
13,7
13,19
-7,-1
-11,-1
5,3
-3,-13
9,-21
9,-17
-7,-17
13,-5
-7,-5
5,-13
1,-17
1,-9
-3,-13
5,7
25,-9
-3,7
-15,7
29,-17
-3,3
-23,19
-7,-1
9,-5
13,15
-7,3
1,11
1,-9
-7,-1
9,3
-3,-13
9,-13
1,-5
-3,-5
5,-9
-23,3
-15,27
13,19
13,-1
1,11
-7,-1
-3,3
17,7
1,3
-3,7
17,11
-3,7
-3,-1
-3,-5
17,-1
1,15
-15,-1
-11,7
-15,-9
5,-1
-15,15
-3,11
9,-9
17,-5
-3,7
-19,3
13,-1
-11,11
9,-1
-3,15
5,39
33,11
9,3
5,-17
13,-17
17,23
21,-13
-11,-9
5,-5
9,-5
9,23
9,-5
-7,-5
-7,3
-19,-9
5,11
1,7
-23,-1
-7,-13
13,-9
13,-17
-19,-5
-11,-1
5,7
5,11
-11,-1
5,-1
13,-1
9,-5
-11,-13
1,-1
21,19
1,19
-11,-1
9,3
1,-5
9,7
1,-13
-3,-1
1,3
-7,-9
1,-21
5,-1
-7,3
9,-1
-3,11
9,3
17,-17
13,3
1,-1
-3,7
-15,15
-23,-9
17,7
-7,-17
1,-9
1,3
21,-13
25,-5
-23,27
-15,-1
21,-5
13,3
-3,-1
1,3
9,3
-7,23
-7,7
5,-5
-3,7
1,-9
9,-1
1,-5
-11,-1
-3,7
1,-13
-3,-9
-23,-1
1,7
-3,3
1,15
13,15
-7,-9
13,3
25,-21
-7,11
9,19
17,-21
1,-1
17,7
1,-9
-11,-1
13,-13
-3,-13
-27,3
9,23
-19,7
-11,11
-15,7
9,-5
-3,-9
-11,-5
13,-5
13,-21
-3,-17
9,3
9,15
9,15
21,-5
13,-1
-3,-5
-7,-5
5,-1
-11,27
